EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2992030.84,SCPP POR LA JUSTICIA SC DE RL,MUNICIPAL,CARIBE,QUINTANA ROO,23,ISLA MUJERES,23003,NA,NA,NA,NA,Disponible,SCPP POR LA JUSTICIA SC DE RL,2305000503,OBRAS Y ESTUDIOS,SCPP POR LA JUSTICIA SC DE RL-SCPP POR LA JUSTICIA SC DE RL-2305000503-23003XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3030415.02,SCP ESCAMERA PESCADORES DE ISLA BLANCA SC DE RL DE CV,MUNICIPAL,CARIBE,QUINTANA ROO,23,LAZARO CARDENAS,23007,NA,NA,NA,NA,Disponible,SCP ESCAMERA PESCADORES DE ISLA BLANCA SC DE RL DE CV,2304000199,OBRAS Y ESTUDIOS,SCP ESCAMERA PESCADORES DE ISLA BLANCA SC DE RL DE CV-SCP ESCAMERA PESCADORES DE ISLA BLANCA SC DE RL DE CV-2304000199-23007XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3124537.08,SCPP VANGUARDIA DEL MAR SC DE RL,MUNICIPAL,CARIBE,QUINTANA ROO,23,LAZARO CARDENAS,23007,NA,NA,NA,NA,Disponible,SCPP VANGUARDIA DEL MAR SC DE RL,2304000041,OBRAS Y ESTUDIOS,SCPP VANGUARDIA DEL MAR SC DE RL-SCPP VANGUARDIA DEL MAR SC DE RL-2304000041-23007XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4598703,SC DE PRODUCCION ESCAMERA PESCADORES ISLA BLANCA SC DE RL DE CV,MUNICIPAL,CARIBE,QUINTANA ROO,23,LAZARO CARDENAS,23007,NA,NA,NA,NA,Disponible,SC DE PRODUCCION ESCAMERA PESCADORES ISLA BLANCA SC DE RL DE CV,2304000199,OBRAS Y ESTUDIOS,SC DE PRODUCCION ESCAMERA PESCADORES ISLA BLANCA SC DE RL DE CV-SC DE PRODUCCION ESCAMERA PESCADORES ISLA BLANCA SC DE RL DE CV-2304000199-23007XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4145812,LA SCPP CABO CATOCHE SC DE RL,MUNICIPAL,CARIBE,QUINTANA ROO,23,LAZARO CARDENAS,23007,NA,NA,NA,NA,Disponible,LA SCPP CABO CATOCHE SC DE RL,2304000090,OBRAS Y ESTUDIOS,LA SCPP CABO CATOCHE SC DE RL-LA SCPP CABO CATOCHE SC DE RL-2304000090-23007XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6990997.3,SCPP PESCADORES DE VIGIA CHICO SC DE RL,MUNICIPAL,CARIBE,QUINTANA ROO,23,TULUM,23009,NA,NA,NA,NA,Disponible,SCPP PESCADORES DE VIGIA CHICO SC DE RL,2309000012,OBRAS Y ESTUDIOS,SCPP PESCADORES DE VIGIA CHICO SC DE RL-SCPP PESCADORES DE VIGIA CHICO SC DE RL-2309000012-23009XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,5527320,UNIDAD DE PESCADORES LA LAJILLA S C DE RL,MUNICIPAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,CIUDAD VALLES,24013,NA,NA,NA,NA,No Disponible,UNIDAD DE PESCADORES LA LAJILLA S C DE RL,NA,OBRAS Y ESTUDIOS,UNIDAD DE PESCADORES LA LAJILLA S C DE RL-UNIDAD DE PESCADORES LA LAJILLA S C DE RL-XX-24013XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3319256.37,SCPP CERRO DE SAN CARLOS SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP CERRO DE SAN CARLOS SC DE RL,2511001246,OBRAS Y ESTUDIOS,SCPP CERRO DE SAN CARLOS SC DE RL-SCPP CERRO DE SAN CARLOS SC DE RL-2511001246-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP BAHIA DE LECHUGUILLA SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP BAHIA DE LECHUGUILLA SC DE RL,2507000145,OBRAS Y ESTUDIOS,SCPP BAHIA DE LECHUGUILLA SC DE RL-SCPP BAHIA DE LECHUGUILLA SC DE RL-2507000145-25001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1998829.29,SCPP RIBERENA TRANGAL SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP RIBERENA TRANGAL SC DE RL,2507000699,OBRAS Y ESTUDIOS,SCPP RIBERENA TRANGAL SC DE RL-SCPP RIBERENA TRANGAL SC DE RL-2507000699-25001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,14352965.38,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL,2505000352,OBRAS Y ESTUDIOS,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL-SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL-2505000352-25001XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4037500,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,2511001063,OBRAS Y ESTUDIOS,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-2511001063-25001XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,SCPP DREN CINCO SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP DREN CINCO SC DE RL,2507000715,OBRAS Y ESTUDIOS,SCPP DREN CINCO SC DE RL-SCPP DREN CINCO SC DE RL-2507000715-25001XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6921675.78,SCPP SEBASTIAN AHUMADA VALDEZ SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP SEBASTIAN AHUMADA VALDEZ SC DE RL,2511001212,OBRAS Y ESTUDIOS,SCPP SEBASTIAN AHUMADA VALDEZ SC DE RL-SCPP SEBASTIAN AHUMADA VALDEZ SC DE RL-2511001212-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2800000,ACUACULTORES DEL QUINTO DIA S DE PR DE RI,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,ACUACULTORES DEL QUINTO DIA S DE PR DE RI,2507003115,OBRAS Y ESTUDIOS,ACUACULTORES DEL QUINTO DIA S DE PR DE RI-ACUACULTORES DEL QUINTO DIA S DE PR DE RI-2507003115-25001XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,18000000,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,2511001063,OBRAS Y ESTUDIOS,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-2511001063-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP ENRIQUE ATONDO FAVELA SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP ENRIQUE ATONDO FAVELA SC DE RL,2507001416,OBRAS Y ESTUDIOS,SCPP ENRIQUE ATONDO FAVELA SC DE RL-SCPP ENRIQUE ATONDO FAVELA SC DE RL-2507001416-25001XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,BADEPESCA SA DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,No Disponible,BADEPESCA SA DE CV,NA,OBRAS Y ESTUDIOS,BADEPESCA SA DE CV-BADEPESCA SA DE CV-XX-25001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1899790.75,SCPP MARGARITA MARTINEZ ATONDO S DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP MARGARITA MARTINEZ ATONDO S DE RL,2507002844,OBRAS Y ESTUDIOS,SCPP MARGARITA MARTINEZ ATONDO S DE RL-SCPP MARGARITA MARTINEZ ATONDO S DE RL-2507002844-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL,2505000352,OBRAS Y ESTUDIOS,SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL-SC DE PRODUCCION PESCADORES DEL JIPON SC DE RL-2505000352-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2800000,AQUASHRIMP S DE PR DE RI,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,AQUASHRIMP S DE PR DE RI,2507002109,OBRAS Y ESTUDIOS,AQUASHRIMP S DE PR DE RI-AQUASHRIMP S DE PR DE RI-2507002109-25001XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP BAHIA DE LECHUGUILLA SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP BAHIA DE LECHUGUILLA SC DE RL,2507000145,OBRAS Y ESTUDIOS,SCPP BAHIA DE LECHUGUILLA SC DE RL-SCPP BAHIA DE LECHUGUILLA SC DE RL-2507000145-25001XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,SCPP BAHIA DE LECHUGUILLA SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP BAHIA DE LECHUGUILLA SC DE RL,2507000145,OBRAS Y ESTUDIOS,SCPP BAHIA DE LECHUGUILLA SC DE RL-SCPP BAHIA DE LECHUGUILLA SC DE RL-2507000145-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,2511001063,OBRAS Y ESTUDIOS,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-2511001063-25001XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,40000000,ACUACULTORES DE AHOME AC,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,No Disponible,ACUACULTORES DE AHOME AC,NA,OBRAS Y ESTUDIOS,ACUACULTORES DE AHOME AC-ACUACULTORES DE AHOME AC-XX-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,FSCP DEL CENTRO DE SINALOA SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,No Disponible,FSCP DEL CENTRO DE SINALOA SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FSCP DEL CENTRO DE SINALOA SC DE RL DE CV-FSCP DEL CENTRO DE SINALOA SC DE RL DE CV-XX-25001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,30000000,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL,2507000491,OBRAS Y ESTUDIOS,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL-SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL-2507000491-25001XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6925707.71,SCPP CERRO LATUNOSA SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP CERRO LATUNOSA SC DE RL,2511001196,OBRAS Y ESTUDIOS,SCPP CERRO LATUNOSA SC DE RL-SCPP CERRO LATUNOSA SC DE RL-2511001196-25001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1151795.99,SCPP DE SERV DEL PACIFICO SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP DE SERV DEL PACIFICO SC DE RL,2507002703,OBRAS Y ESTUDIOS,SCPP DE SERV DEL PACIFICO SC DE RL-SCPP DE SERV DEL PACIFICO SC DE RL-2507002703-25001XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3800000,ACUACULTORES DE AHOME AC,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,No Disponible,ACUACULTORES DE AHOME AC,NA,OBRAS Y ESTUDIOS,ACUACULTORES DE AHOME AC-ACUACULTORES DE AHOME AC-XX-25001XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4871187.3,SCPP BAHIA DEL COLORADO SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP BAHIA DEL COLORADO SC DE RL,2501001081,OBRAS Y ESTUDIOS,SCPP BAHIA DEL COLORADO SC DE RL-SCPP BAHIA DEL COLORADO SC DE RL-2501001081-25001XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9989557.02,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL,2511001063,OBRAS Y ESTUDIOS,SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-SCPP EUSTAQUIO URIAS VALDEZ SC DE RL-2511001063-25001XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3225000,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,AHOME,25001,NA,NA,NA,NA,Disponible,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL,2507000491,OBRAS Y ESTUDIOS,SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL-SCPP PESCADORES AUTENTICOS DEL JITZAMURI SC DE RL-2507000491-25001XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6400000,SCPP PUNTA DE GUADARON S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,NA,NA,NA,NA,Disponible,SCPP PUNTA DE GUADARON S DE RL DE CV,2506000112,OBRAS Y ESTUDIOS,SCPP PUNTA DE GUADARON S DE RL DE CV-SCPP PUNTA DE GUADARON S DE RL DE CV-2506000112-25002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,27938009.86,SCPP PUNTA DE GUADARON S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,NA,NA,NA,NA,Disponible,SCPP PUNTA DE GUADARON S DE RL DE CV,2506000112,OBRAS Y ESTUDIOS,SCPP PUNTA DE GUADARON S DE RL DE CV-SCPP PUNTA DE GUADARON S DE RL DE CV-2506000112-25002XXXX
2008,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2500000,SCPP RIBERENA PESCADORES DE LA PIONIA SRL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,NA,NA,NA,NA,Disponible,SCPP RIBERENA PESCADORES DE LA PIONIA SRL DE CV,2506000054,OBRAS Y ESTUDIOS,SCPP RIBERENA PESCADORES DE LA PIONIA SRL DE CV-SCPP RIBERENA PESCADORES DE LA PIONIA SRL DE CV-2506000054-25002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,8389510.12,SCPP PUNTA DE GUADARON S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,NA,NA,NA,NA,Disponible,SCPP PUNTA DE GUADARON S DE RL DE CV,2506000112,OBRAS Y ESTUDIOS,SCPP PUNTA DE GUADARON S DE RL DE CV-SCPP PUNTA DE GUADARON S DE RL DE CV-2506000112-25002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,SCPP PESCADORES DE LA REFORMA SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,ANGOSTURA,25002,NA,NA,NA,NA,Disponible,SCPP PESCADORES DE LA REFORMA SC DE RL DE CV,2506002373,OBRAS Y ESTUDIOS,SCPP PESCADORES DE LA REFORMA SC DE RL DE CV-SCPP PESCADORES DE LA REFORMA SC DE RL DE CV-2506002373-25002XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,SCPP PRESA PDTE ADOLFO LOPEZ MATEOS SCL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,BADIRAGUATO,25003,NA,NA,NA,NA,No Disponible,SCPP PRESA PDTE ADOLFO LOPEZ MATEOS SCL,NA,OBRAS Y ESTUDIOS,SCPP PRESA PDTE ADOLFO LOPEZ MATEOS SCL-SCPP PRESA PDTE ADOLFO LOPEZ MATEOS SCL-XX-25003XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,SCPP PD RIBERENOS DEL COMEDERO SCL,MUNICIPAL,PACIFICO NORTE,SINALOA,25,COSALA,25005,NA,NA,NA,NA,Disponible,SCPP PD RIBERENOS DEL COMEDERO SCL,2501001156,OBRAS Y ESTUDIOS,SCPP PD RIBERENOS DEL COMEDERO SCL-SCPP PD RIBERENOS DEL COMEDERO SCL-2501001156-25005XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1889687.11,SCPP COSPITA S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,SINALOA,25,CULIACAN,25006,NA,NA,NA,NA,Disponible,SCPP COSPITA S DE RL DE CV,2501000455,OBRAS Y ESTUDIOS,SCPP COSPITA S DE RL DE CV-SCPP COSPITA S DE RL DE CV-2501000455-25006XXXX
