EJERCICIO,programa,componente,concepto_apoyo,tipo_apoyo,unidad_administrativa,monto_federal_aportado,beneficiario,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,PESQUERIA,RNPA_disponible,unidadeconmica,rnpa,clasificacion_cn,ID_ben
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6957307.05,PRODUCTOS MARINOS ERENDIRA S DE PR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,PRODUCTOS MARINOS ERENDIRA S DE PR DE RL,203127311,OBRAS Y ESTUDIOS,PRODUCTOS MARINOS ERENDIRA S DE PR DE RL-PRODUCTOS MARINOS ERENDIRA S DE PR DE RL-0203127311-02001XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,29827388.82,SCPP ENSENADA SCL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,SCPP ENSENADA SCL,203000302,OBRAS Y ESTUDIOS,SCPP ENSENADA SCL-SCPP ENSENADA SCL-0203000302-02001XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,14000000,SCPP PESCADORES NACIONALES DE ABULON SCL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,SCPP PESCADORES NACIONALES DE ABULON SCL,203000278,OBRAS Y ESTUDIOS,SCPP PESCADORES NACIONALES DE ABULON SCL-SCPP PESCADORES NACIONALES DE ABULON SCL-0203000278-02001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3976737.02,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,203004726,OBRAS Y ESTUDIOS,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-0203004726-02001XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3665815.18,ISLA DEL ANGEL SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ISLA DEL ANGEL SPR DE RL,203127220,OBRAS Y ESTUDIOS,ISLA DEL ANGEL SPR DE RL-ISLA DEL ANGEL SPR DE RL-0203127220-02001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,807500,ISLA DEL ANGEL SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ISLA DEL ANGEL SPR DE RL,203127220,OBRAS Y ESTUDIOS,ISLA DEL ANGEL SPR DE RL-ISLA DEL ANGEL SPR DE RL-0203127220-02001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,SOCIEDAD DENIMINADA USUARIOS RIBERENOS DEL MUELLE NUMERO 4 DEL PUERTO DEL SAUZAL SRL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,SOCIEDAD DENIMINADA USUARIOS RIBERENOS DEL MUELLE NUMERO 4 DEL PUERTO DEL SAUZAL SRL,203016753,OBRAS Y ESTUDIOS,SOCIEDAD DENIMINADA USUARIOS RIBERENOS DEL MUELLE NUMERO 4 DEL PUERTO DEL SAUZAL SRL-SOCIEDAD DENIMINADA USUARIOS RIBERENOS DEL MUELLE NUMERO 4 DEL PUERTO DEL SAUZAL SRL-0203016753-02001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1500000,BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU SPR DE RL,203008149,OBRAS Y ESTUDIOS,BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU SPR DE RL-BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU SPR DE RL-0203008149-02001XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,750000,ROCAS DE SAN MARTIN SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ROCAS DE SAN MARTIN SPR DE RL,203014063,OBRAS Y ESTUDIOS,ROCAS DE SAN MARTIN SPR DE RL-ROCAS DE SAN MARTIN SPR DE RL-0203014063-02001XXXX
2009,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,200000,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,203004726,OBRAS Y ESTUDIOS,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-0203004726-02001XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6034296.17,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,Disponible,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL,203004726,OBRAS Y ESTUDIOS,ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-ASOCIACION PESQUERA REGASA NUM2 SPR DE RL-0203004726-02001XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,400000,HEREDEROS DEL MAR SA DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,NA,NA,NA,NA,No Disponible,HEREDEROS DEL MAR SA DE CV,NA,OBRAS Y ESTUDIOS,HEREDEROS DEL MAR SA DE CV-HEREDEROS DEL MAR SA DE CV-XX-02001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1996417.62,SC DE PRODUCCION RURAL EL MAYOR CUCAPAH SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,MEXICALI,2002,NA,NA,NA,NA,Disponible,SC DE PRODUCCION RURAL EL MAYOR CUCAPAH SPR DE RL,203010103,OBRAS Y ESTUDIOS,SC DE PRODUCCION RURAL EL MAYOR CUCAPAH SPR DE RL-SC DE PRODUCCION RURAL EL MAYOR CUCAPAH SPR DE RL-0203010103-02002XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6793703.01,JUANAK JAH KAJUATH SPR DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA,2,MEXICALI,2002,NA,NA,NA,NA,Disponible,JUANAK JAH KAJUATH SPR DE RL,206001224,OBRAS Y ESTUDIOS,JUANAK JAH KAJUATH SPR DE RL-JUANAK JAH KAJUATH SPR DE RL-0206001224-02002XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPPA DEL COMPLEJO LAGUNAR BAHIA MAGDALENA SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,COMONDU,3001,NA,NA,NA,NA,Disponible,SCPPA DEL COMPLEJO LAGUNAR BAHIA MAGDALENA SC DE RL,308000454,OBRAS Y ESTUDIOS,SCPPA DEL COMPLEJO LAGUNAR BAHIA MAGDALENA SC DE RL-SCPPA DEL COMPLEJO LAGUNAR BAHIA MAGDALENA SC DE RL-0308000454-03001XXXX
2010,PROGRAMA DE USO SUSTENTABLE DE RECURSOS NATURALES PARA LA PRODUCCIÓN PRIMARIA,COMPONENTE DE ACUICULTURA Y PESCA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1500000,UNION DE SOCIEDADES COOPERATIVAS PESQUERAS PUERTO SAN CARLOS S DE RL DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,COMONDU,3001,NA,NA,NA,NA,No Disponible,UNION DE SOCIEDADES COOPERATIVAS PESQUERAS PUERTO SAN CARLOS S DE RL DE CV,NA,OBRAS Y ESTUDIOS,UNION DE SOCIEDADES COOPERATIVAS PESQUERAS PUERTO SAN CARLOS S DE RL DE CV-UNION DE SOCIEDADES COOPERATIVAS PESQUERAS PUERTO SAN CARLOS S DE RL DE CV-XX-03001XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,5986030.41,SC MULEGE DORADO SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SC MULEGE DORADO SC DE RL DE CV,312003189,OBRAS Y ESTUDIOS,SC MULEGE DORADO SC DE RL DE CV-SC MULEGE DORADO SC DE RL DE CV-0312003189-03002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,3965498.31,SCPP BUZOS Y PESCADORES DE LA BAJA CALIFORNIA SCL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP BUZOS Y PESCADORES DE LA BAJA CALIFORNIA SCL,301000089,OBRAS Y ESTUDIOS,SCPP BUZOS Y PESCADORES DE LA BAJA CALIFORNIA SCL-SCPP BUZOS Y PESCADORES DE LA BAJA CALIFORNIA SCL-0301000089-03002XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP ESTERO EL CARDON SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP ESTERO EL CARDON SC DE RL,312002561,OBRAS Y ESTUDIOS,SCPP ESTERO EL CARDON SC DE RL-SCPP ESTERO EL CARDON SC DE RL-0312002561-03002XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,30000000,FED REG DE SOCIEDADES COOPERATIVAS DE LA IND PESQUERA CORREDOR INDUSTRIAL MULEGE SANTA ROSALIA SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,No Disponible,FED REG DE SOCIEDADES COOPERATIVAS DE LA IND PESQUERA CORREDOR INDUSTRIAL MULEGE SANTA ROSALIA SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED REG DE SOCIEDADES COOPERATIVAS DE LA IND PESQUERA CORREDOR INDUSTRIAL MULEGE SANTA ROSALIA SC DE RL DE CV-FED REG DE SOCIEDADES COOPERATIVAS DE LA IND PESQUERA CORREDOR INDUSTRIAL MULEGE SANTA ROSALIA SC DE RL DE CV-XX-03002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6959326.34,SCPP PUNTA ABREOJOS SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP PUNTA ABREOJOS SC DE RL,310000013,OBRAS Y ESTUDIOS,SCPP PUNTA ABREOJOS SC DE RL-SCPP PUNTA ABREOJOS SC DE RL-0310000013-03002XXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4990627.49,SCPP LA PURISIMA SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP LA PURISIMA SC DE RL,301000105,OBRAS Y ESTUDIOS,SCPP LA PURISIMA SC DE RL-SCPP LA PURISIMA SC DE RL-0301000105-03002XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2000000,SCPP PUNTA ABREOJOS SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP PUNTA ABREOJOS SC DE RL,310000013,OBRAS Y ESTUDIOS,SCPP PUNTA ABREOJOS SC DE RL-SCPP PUNTA ABREOJOS SC DE RL-0310000013-03002XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,SCPP PUNTA ABREOJOS SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,MULEGE,3002,NA,NA,NA,NA,Disponible,SCPP PUNTA ABREOJOS SC DE RL,310000013,OBRAS Y ESTUDIOS,SCPP PUNTA ABREOJOS SC DE RL-SCPP PUNTA ABREOJOS SC DE RL-0310000013-03002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,800000,PESCADORES DEL ESTERITO SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,NA,NA,NA,NA,Disponible,PESCADORES DEL ESTERITO SC DE RL,305006025,OBRAS Y ESTUDIOS,PESCADORES DEL ESTERITO SC DE RL-PESCADORES DEL ESTERITO SC DE RL-0305006025-03003XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1980000,SC BAHIA DE SAN JUANICO SC DE RL,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,NA,NA,NA,NA,No Disponible,SC BAHIA DE SAN JUANICO SC DE RL,NA,OBRAS Y ESTUDIOS,SC BAHIA DE SAN JUANICO SC DE RL-SC BAHIA DE SAN JUANICO SC DE RL-XX-03003XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1347137.85,SCPP EMANCIPACION SC DE RL,ESTATAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,NA,3,NA,NA,NA,NA,No Disponible,SCPP EMANCIPACION SC DE RL,NA,OBRAS Y ESTUDIOS,SCPP EMANCIPACION SC DE RL-SCPP EMANCIPACION SC DE RL-XX-03XXXXXXX
2015,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6554464,SCPP EMANCIPACION SC DE RL,ESTATAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,NA,3,NA,NA,NA,NA,No Disponible,SCPP EMANCIPACION SC DE RL,NA,OBRAS Y ESTUDIOS,SCPP EMANCIPACION SC DE RL-SCPP EMANCIPACION SC DE RL-XX-03XXXXXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA ACUICOLA Y TURISTICOS LORETANOS DEL ESTADO DE BAJA CALIFORNIA SUR SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LORETO,3009,NA,NA,NA,NA,No Disponible,FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA ACUICOLA Y TURISTICOS LORETANOS DEL ESTADO DE BAJA CALIFORNIA SUR SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA ACUICOLA Y TURISTICOS LORETANOS DEL ESTADO DE BAJA CALIFORNIA SUR SC DE RL DE CV-FED REG DE SOCIEDADES COOPERATIVAS DE PRODUCCION PESQUERA ACUICOLA Y TURISTICOS LORETANOS DEL ESTADO DE BAJA CALIFORNIA SUR SC DE RL DE CV-XX-03009XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,4000000,FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,MUNICIPAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LORETO,3009,NA,NA,NA,NA,No Disponible,FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV,NA,OBRAS Y ESTUDIOS,FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV-FED REG DE SOCIEDADES COOPERATIVAS PESCADORES DE BAHIA MAGDALENA SC DE RL DE CV-XX-03009XXXX
2012,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,2200000,PUNTA MAXTUN SC DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,PUNTA MAXTUN SC DE RL DE CV,401002308,OBRAS Y ESTUDIOS,PUNTA MAXTUN SC DE RL DE CV-PUNTA MAXTUN SC DE RL DE CV-0401002308-04002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,7000000,PUNTA MAXTUN SC DE RL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,PUNTA MAXTUN SC DE RL DE CV,401002308,OBRAS Y ESTUDIOS,PUNTA MAXTUN SC DE RL DE CV-PUNTA MAXTUN SC DE RL DE CV-0401002308-04002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6884294.24,SCPP BS AH KIM PECH SC DE RL,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,SCPP BS AH KIM PECH SC DE RL,401000948,OBRAS Y ESTUDIOS,SCPP BS AH KIM PECH SC DE RL-SCPP BS AH KIM PECH SC DE RL-0401000948-04002XXXX
2013,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6755009.85,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL,401001359,OBRAS Y ESTUDIOS,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL-SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL-0401001359-04002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6971067.14,SCPP BS AH KIM PECH SC DE RL,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,SCPP BS AH KIM PECH SC DE RL,401000948,OBRAS Y ESTUDIOS,SCPP BS AH KIM PECH SC DE RL-SCPP BS AH KIM PECH SC DE RL-0401000948-04002XXXX
2014,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,6970769.42,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL,MUNICIPAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,NA,NA,NA,NA,Disponible,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL,401001359,OBRAS Y ESTUDIOS,SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL-SCPP SAN FRANCISCO Y LAS PALMAS SC DE RL-0401001359-04002XXXX
2016,PROGRAMA DE FOMENTO A LA PRODUCTIVIDAD PESQUERA Y ACUÍCOLA,COMPONENTE DE IMPULSO A LA CAPITALIZACIÓN,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,1272517.07,SC DE BIENES Y SERVICIOS CAMARONEROS UNIDOS DEL GOLFO DE RS DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,Disponible,SC DE BIENES Y SERVICIOS CAMARONEROS UNIDOS DEL GOLFO DE RS DE CV,402004634,OBRAS Y ESTUDIOS,SC DE BIENES Y SERVICIOS CAMARONEROS UNIDOS DEL GOLFO DE RS DE CV-SC DE BIENES Y SERVICIOS CAMARONEROS UNIDOS DEL GOLFO DE RS DE CV-0402004634-04003XXXX
2011,PROGRAMA DE APOYO A LA INVERSIÓN EN EQUIPAMIENTO E INFRAESTRUCTURA,COMPONENTE INFRAESTRUCTURA PESQUERA Y ACUÍCOLA,OBRAS Y ESTUDIOS,NA,DIRECCION GENERAL DE INFRAESTRUCTURA,9500000,SOCIEDAD COOPERTAIVA DE BIENES Y SERVICIOS LAGUNA DE LA PUNTILLA SCL DE CV,MUNICIPAL,CARIBE,CAMPECHE,4,CARMEN,4003,NA,NA,NA,NA,Disponible,SOCIEDAD COOPERTAIVA DE BIENES Y SERVICIOS LAGUNA DE LA PUNTILLA SCL DE CV,402004824,OBRAS Y ESTUDIOS,SOCIEDAD COOPERTAIVA DE BIENES Y SERVICIOS LAGUNA DE LA PUNTILLA SCL DE CV-SOCIEDAD COOPERTAIVA DE BIENES Y SERVICIOS LAGUNA DE LA PUNTILLA SCL DE CV-0402004824-04003XXXX
