EJERCICIO,programa,componente,incentivo,uni_admin,cve_presupuestal,beneficiario,monto_federal_aportado,tipo_cobertura,zona,entidad,cve_ent,municipio,cve_mun,localidad,cve_loc,cve_inegi,fecha_ini,fechar_ter,tipo_apoyo,direccion,tipodecomite,PESQUERIA,rnpa,RNPA_disponible,entidad_comite,cobertura_comite,pesqueria_estandar,clasificacion_cn,ID_ben
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CONSEJO DE ACUACULTORES DE TILAPIA DE CHIAPAS AC,373000,LOCAL,PACIFICO SUR,CHIAPAS,7,TUXTLA GUTIERREZ,7101,TUXTLA GUTIERREZ,71010001,71010001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Avenida Covadonga 240 Col. La Mision Ciudad Tuxtla Gutierrez Edo. Chiapas C.P. 29096,ESTATAL,TILAPIA,NA,No Disponible,CHIAPAS,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,CONSEJO DE ACUACULTORES DE TILAPIA DE CHIAPAS AC-XX-XX-071010001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION NAYARITA DE PRODUCTORES DE OSTION AC,388499.48,LOCAL,PACIFICO NORTE,NAYARIT,18,SANTIAGO IXCUINTLA,18015,SANTIAGO IXCUINTLA,180150001,180150001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Limos 30 Col. Los Limos Ciudad Santiago Ixcuintla Edo. Nayarit C.P. 63300,ESTATAL,OSTION,NA,No Disponible,NAYARIT,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,ASOCIACION NAYARITA DE PRODUCTORES DE OSTION AC-XX-XX-180150001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE DEL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE GUERRERO AC,554000,LOCAL,PACIFICO SUR,GUERRERO,12,ACAPULCO DE JUAREZ,12001,ACAPULCO DE JUAREZ,120010001,120010001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Sin Nombre S/N Col. El Arenal Ciudad Localidad Edo. Guerrero C.P. 39932,ESTATAL,TILAPIA,NA,No Disponible,GUERRERO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE DEL SISTEMA PRODUCTO TILAPIA DEL ESTADO DE GUERRERO AC-XX-XX-120010001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO BAGRE DE TAMAULIPAS AC,470000,LOCAL,GOLFO DE MEXICO,TAMAULIPAS,28,VICTORIA,28041,CIUDAD VICTORIA,280410001,280410001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Asentamientos Humanos S/N Col.  Ciudad  Edo. Tamaulipas C.P. ,ESTATAL,BAGRE,NA,No Disponible,TAMAULIPAS,ESTATAL,BAGRES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO BAGRE DE TAMAULIPAS AC-XX-XX-280410001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC,328000,LOCAL,PACIFICO SUR,GUERRERO,12,COYUCA DE BENITEZ,12021,COYUCA DE BENITEZ,120210001,120210001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 20 De Noviembre 8 Col. Coyuca De Benitez Centro Ciudad Coyuca De Benitez Edo. Guerrero C.P. 40970,ESTATAL,CAMARON CULTIVO,NA,No Disponible,GUERRERO,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC-XX-XX-120210001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO PULPO DEL ESTADO DE CAMPECHE AC,321000,LOCAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,SAN FRANCISCO DE CAMPECHE,40020001,40020001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 11 11 Col. Ampliacion Esperanza Ciudad San Francisco De Campeche Edo. Campeche C.P. 24080,ESTATAL,PULPO,NA,No Disponible,CAMPECHE,ESTATAL,PULPOS,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO PULPO DEL ESTADO DE CAMPECHE AC-XX-XX-040020001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC,201000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,VERACRUZ,30193,VERACRUZ,301930001,301930001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Floresta Poniente 767 Col. Floresta Ciudad Veracruz Edo. Veracruz C.P. 91940,ESTATAL,TILAPIA,NA,No Disponible,VERACRUZ,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA VERACRUZ AC-XX-XX-301930001
2017,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,CONSEJO NACIONAL DEL BAGRE AC,1150000,LOCAL,AGUAS INTERIORES,SAN LUIS POTOSI,24,CIUDAD VALLES,24013,CIUDAD VALLES,240130001,240130001,10/27/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Remolino 708 Col.  Ciudad  Edo. San Luis Potosi C.P. ,NACIONAL,BAGRE,NA,No Disponible,NA,NACIONAL,BAGRES,CADENAS PRODUCTIVAS,CONSEJO NACIONAL DEL BAGRE AC-XX-XX-240130001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,CESP TILAPIA AC,310000,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Jesus Garcia 3 Col. Hermosillo Centro Ciudad Hermosillo Edo. Sonora C.P. 83000,ESTATAL,TILAPIA,NA,No Disponible,NA,POR DEFINIR,ESCAMA,CADENAS PRODUCTIVAS,CESP TILAPIA AC-XX-XX-260300001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE ESTATAL DE PRODUCTORES DE TILAPIA CAMPECHANA AC,146000,LOCAL,CARIBE,CAMPECHE,4,CHAMPOTON,4004,CHAMPOTON,40040001,40040001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Prolongacion Pedro Moreno 432 Col. Sascalum Ciudad San Francisco De Campeche Edo. Campeche C.P. 24095,ESTATAL,TILAPIA,NA,No Disponible,CAMPECHE,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE ESTATAL DE PRODUCTORES DE TILAPIA CAMPECHANA AC-XX-XX-040040001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE NACIONAL SISTEMA PRODUCTO CALAMAR GIGANTE AC,1681400,LOCAL,PACIFICO NORTE,SONORA,26,GUAYMAS,26029,HEROICA GUAYMAS,260290001,260290001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 12 Avenida Serdan 465 Col. Guaymas Centro Ciudad Heroica Guaymas Edo. Sonora C.P. 85400,NACIONAL,CALAMAR,NA,No Disponible,NA,NACIONAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE NACIONAL SISTEMA PRODUCTO CALAMAR GIGANTE AC-XX-XX-260290001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC,331000,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Boulevard Vildosola 147-D Col. Villa De Seris Sur Ciudad Hermosillo Edo. Sonora C.P. 83280,ESTATAL,OSTION,NA,No Disponible,SONORA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC-XX-XX-260300001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,PRODUCTORES MICHOACANOS DE TILAPIA AC,120000,LOCAL,PACIFICO SUR,MICHOACAN,16,TARIMBARO,16088,TARIMBARO,160880001,160880001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Palisandro 51 Col. Santa Fe Ciudad Morelia Edo. Michoacan C.P. 58128,ESTATAL,TILAPIA,NA,No Disponible,MICHOACAN,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,PRODUCTORES MICHOACANOS DE TILAPIA AC-XX-XX-160880001
2014,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC,363000,LOCAL,PACIFICO SUR,GUERRERO,12,COYUCA DE BENITEZ,12021,COYUCA DE BENITEZ,120210001,120210001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 20 De Noviembre 8 Col. Coyuca De Benitez Centro Ciudad Coyuca De Benitez Edo. Guerrero C.P. 40970,ESTATAL,CAMARON CULTIVO,NA,No Disponible,GUERRERO,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC-XX-XX-120210001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,SISTEMA PRODUCTO CAMARON DE ALTAMAR DEL ESTADO DE CAMPECHE AC,181000,LOCAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,SAN FRANCISCO DE CAMPECHE,40020001,40020001,11/14/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. 10 # 328 Colonia San Román C.P. 24040 Campeche, Campeche.",ESTATAL,CAMARON DE ALTAMAR,NA,No Disponible,CAMPECHE,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO CAMARON DE ALTAMAR DEL ESTADO DE CAMPECHE AC-XX-XX-040020001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA DE ANGELOPOLIS AC,684000,LOCAL,AGUAS INTERIORES,PUEBLA,21,HUEYTAMALCO,21076,HUEYTAMALCO,210760001,210760001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Dom. Conocido En Lomonateno Grande Sn Col. Hueytamalco Ciudad Localidad Edo. Puebla C.P. 73580,ESTATAL,TILAPIA,NA,No Disponible,PUEBLA,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA DE ANGELOPOLIS AC-XX-XX-210760001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE SISTEMA PRODUCTO PULPO DEL ESTADO DE CAMPECHE AC,483000,LOCAL,CARIBE,CAMPECHE,4,CAMPECHE,4002,SAN FRANCISCO DE CAMPECHE,40020001,40020001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 11 11 Col. Ampliacion Esperanza Ciudad San Francisco De Campeche Edo. Campeche C.P. 24080,ESTATAL,PULPO,NA,No Disponible,CAMPECHE,ESTATAL,PULPOS,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO PULPO DEL ESTADO DE CAMPECHE AC-XX-XX-040020001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC,339500,LOCAL,PACIFICO NORTE,SONORA,26,HERMOSILLO,26030,HERMOSILLO,260300001,260300001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Boulevard Vildosola 147-D Col. Villa De Seris Sur Ciudad Hermosillo Edo. Sonora C.P. 83280,ESTATAL,OSTION,NA,No Disponible,SONORA,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE ESTATAL EN SONORA DEL SISTEMA PRODUCTO OSTION AC-XX-XX-260300001
2017,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,CONASIPRO ESCAMA DE MEXICO AC,972000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,ALVARADO,30011,ALVARADO,300110001,300110001,10/31/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. 15 De Octubre 87 Col. La Trocha Ciudad Alvarado Edo. Veracruz C.P. 95277,NACIONAL,ESCAMA MARINA,NA,No Disponible,NA,NACIONAL,ESCAMA,CADENAS PRODUCTIVAS,CONASIPRO ESCAMA DE MEXICO AC-XX-XX-300110001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC,181000,LOCAL,PACIFICO SUR,GUERRERO,12,COYUCA DE BENITEZ,12021,COYUCA DE BENITEZ,120210001,120210001,11/14/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. 20 De Noviembre # 8 Colonia Coyuca de Benítez centro C.P. 40970 Coyuca de Benitez, Guerrero.",ESTATAL,CAMARON DE CULTIVO,NA,No Disponible,GUERRERO,ESTATAL,CAMARONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CAMARON DEL ESTADO DE GUERRERO AC-XX-XX-120210001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,LANGOSTEROS UNIDOS DE BAJA CALIFORNIA AC,364000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Soto 283 Col. Granados Ciudad Ensenada Edo. Baja California C.P. 22840,ESTATAL,LANGOSTA,NA,No Disponible,BAJA CALIFORNIA,ESTATAL,LANGOSTAS,CADENAS PRODUCTIVAS,LANGOSTEROS UNIDOS DE BAJA CALIFORNIA AC-XX-XX-020010001
2015,Fomento a la Productividad Pesquera y Acuicola,Integracion Productiva y Comercial Pesquera y Acuicola., Sistemas Producto,Direccion General de Organizacion y Fomento,S261-4DC,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC,19500,LOCAL,AGUAS INTERIORES,HIDALGO,13,TULANCINGO DE BRAVO,13077,TULANCINGO,130770001,130770001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Miguel Hidalgo 20 Col. La Canada Ciudad Tulancingo Edo. Hidalgo C.P. 43615,ESTATAL,TRUCHA,NA,No Disponible,HIDALGO,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,COMITE HIDALGUENSE SISTEMA PRODUCTO TRUCHA AC-XX-XX-130770001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,PRODUCTORES DE TILAPIA DE NUEVO LEON AC,508000,LOCAL,AGUAS INTERIORES,NUEVO LEON,19,CADEREYTA JIMENEZ,19009,CADEREYTA JIMENEZ,190090001,190090001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Hidalgo 409 Col.  Ciudad  Edo. Nuevo Leon C.P. ,ESTATAL,TILAPIA,NA,No Disponible,NUEVO LEON,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,PRODUCTORES DE TILAPIA DE NUEVO LEON AC-XX-XX-190090001
2013,Apoyo a la Inversion en Equipamiento e Infraestructura,"Desarrollo De Capacidades, Innovacion Tecnologica Y Extensionismo Rural",Apoyos para la Integracion de Proyectos,Direccion General de Organizacion y Fomento,S261-4DC,COMITE NACIONAL SISTEMA PRODUCTO PELAGICOS MENORES AC,1993120,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 10 Zona Centro C.P 22800 279 Col. Seccion Primera Ciudad Ensenada Edo. Baja California C.P. 22800,NACIONAL,PELAGICOS MENORES,NA,No Disponible,NA,NACIONAL,PELAGICOS MENORES,CADENAS PRODUCTIVAS,COMITE NACIONAL SISTEMA PRODUCTO PELAGICOS MENORES AC-XX-XX-020010001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA NAYARIT AC,302000,LOCAL,PACIFICO NORTE,NAYARIT,18,TEPIC,18017,TEPIC,180170001,180170001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. La Paz 1 Col. Pueblo Nuevo Ciudad Xalisco Edo. Nayarit C.P. 63784,ESTATAL,TILAPIA,NA,No Disponible,NAYARIT,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA NAYARIT AC-XX-XX-180170001
2015,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO ESCAMA MARINA BAJA CALIFORNIA SUR AC,532000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001, 4/30/2015, 3/31/2016,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Manuel M. Dieguez 2240 Col. Los Olivos Ciudad La Paz Edo. Baja California Sur C.P. 23040,ESTATAL,ESCAMA MARINA,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO ESCAMA MARINA BAJA CALIFORNIA SUR AC-XX-XX-030030001
2014,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO OSTION DE BAJA CALIFORNIA SUR AC,389000,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001,  4/7/2014, 3/31/2015,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Revolucion De 1910 2025 Col. Zona Central Ciudad La Paz Edo. Baja California Sur C.P. 23000,ESTATAL,OSTION,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO OSTION DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION ESPECIE PRODUCTO TRUCHA PARA EL ESTADO DE PUEBLA AC,656000,LOCAL,AGUAS INTERIORES,PUEBLA,21,AMIXTLAN,21014,AMIXTLAN,210140001,210140001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Privada Hidalgo 2107 Col. San Diego Ciudad San Pedro Cholula Edo. Puebla C.P. 72755,ESTATAL,TRUCHA,NA,No Disponible,PUEBLA,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,ASOCIACION ESPECIE PRODUCTO TRUCHA PARA EL ESTADO DE PUEBLA AC-XX-XX-210140001
2016,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,SISTEMA PRODUCTO TRUTICOLA DE VERACRUZ AC,795000,LOCAL,GOLFO DE MEXICO,VERACRUZ,30,XALAPA,30087,XALAPA-ENRIQUEZ,300870001,300870001,  5/3/2016, 3/31/2017,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Hortencia 3 Col. Adalberto Tejeda Ciudad Xalapa-Enriquez Edo. Veracruz C.P. 91070,ESTATAL,TRUCHA,NA,No Disponible,VERACRUZ,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,SISTEMA PRODUCTO TRUTICOLA DE VERACRUZ AC-XX-XX-300870001
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,ASOCIACION NAYARITA DE PRODUCTORES DE OSTION AC,605000,LOCAL,PACIFICO NORTE,NAYARIT,18,SANTIAGO IXCUINTLA,18015,SANTIAGO IXCUINTLA,180150001,180150001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Limos 30 Col. Los Limos Ciudad Santiago Ixcuintla Edo. Nayarit C.P. 63300,ESTATAL,OSTION,NA,No Disponible,NAYARIT,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,ASOCIACION NAYARITA DE PRODUCTORES DE OSTION AC-XX-XX-180150001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO OSTION DE BAJA CALIFORNIA SUR AC,471040,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Revolucion De 1910 2025 Col. Zona Central Ciudad La Paz Edo. Baja California Sur C.P. 23000,ESTATAL,OSTION,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,OSTIONES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO OSTION DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2018,Fomento a la Productividad Pesquera y Acuicola,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,S261-4DF,CONSEJO NACIONAL DE LANGOSTA DEL PACIFICO AC,626300,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA,2,ENSENADA,2001,ENSENADA,20010001,20010001, 7/31/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Soto 283 Col. Obrera Ciudad Ensenada Edo. Baja California C.P. 22830,NACIONAL,LANGOSTA,NA,No Disponible,NA,NACIONAL,LANGOSTAS,CADENAS PRODUCTIVAS,CONSEJO NACIONAL DE LANGOSTA DEL PACIFICO AC-XX-XX-020010001
2013,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC,267430,LOCAL,PACIFICO NORTE,BAJA CALIFORNIA SUR,3,LA PAZ,3003,LA PAZ,30030001,30030001, 6/21/2013, 3/31/2014,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Calle 10 #8 Col. Centro Ciudad Santa Rosalia Edo. Baja California Sur C.P. 23920,ESTATAL,CALAMAR,NA,No Disponible,BAJA CALIFORNIA SUR,ESTATAL,CALAMARES,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO CALAMAR DE BAJA CALIFORNIA SUR AC-XX-XX-030030001
2019,Fomento a la Productividad Pesquera y Acuicola,Fomento al Consumo,Desarrollo de Cadenas Productivas,Direccion General de Organizacion y Fomento,S261-4DF,ASOCIACION ESPECIE PRODUCTO TRUCHA PARA EL ESTADO DE PUEBLA AC,181000,LOCAL,AGUAS INTERIORES,PUEBLA,21,SAN PEDRO CHOLULA,21140,CHOLULA DE RIVADAVIA,211400001,211400001,11/15/2019,12/31/2019,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,"Calle Y Num. Privada Hidalgo # 2107 Colonia San Diego C.P. 72755 San Pedro Cholula, Puebla.",ESTATAL,TRUCHA,NA,No Disponible,PUEBLA,ESTATAL,TRUCHAS,CADENAS PRODUCTIVAS,ASOCIACION ESPECIE PRODUCTO TRUCHA PARA EL ESTADO DE PUEBLA AC-XX-XX-211400001
2018,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,UNION DE PRODUCTORES DE BAGRE DEL ESTADO DE PUEBLA AC,400000,LOCAL,AGUAS INTERIORES,PUEBLA,21,CHIETLA,21051,BUENAVISTA DE BENITO JUAREZ,210510004,210510004, 2/20/2018,11/30/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Carretera Municipal Chietla Tlancualpican S/N Col. Buenavista De Benito Juarez Ciudad Localidad Edo. Puebla C.P. 74586,ESTATAL,BAGRE,NA,No Disponible,PUEBLA,ESTATAL,BAGRES,CADENAS PRODUCTIVAS,UNION DE PRODUCTORES DE BAGRE DEL ESTADO DE PUEBLA AC-XX-XX-210510004
2017,Vinculacion Productiva,Desarrollo de Cadenas Productivas,NA,Direccion General de Organizacion y Fomento,U013-UAI,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC,403900,LOCAL,GOLFO DE MEXICO,TABASCO,27,EMILIANO ZAPATA,27007,EMILIANO ZAPATA,270070001,270070001, 5/23/2017, 3/31/2018,APOYO PARA FORTALECIMIENTO DE CADENAS PRODUCTIVAS,Calle Y Num. Carretera Jalapa - Villahermosa S/N Col. Jalapa Ciudad Localidad Edo. Tabasco C.P. 86850,ESTATAL,TILAPIA,NA,No Disponible,TABASCO,ESTATAL,ESCAMA,CADENAS PRODUCTIVAS,COMITE SISTEMA PRODUCTO TILAPIA TABASCO AC-XX-XX-270070001
