CVE_LOC,CVE_MUN,tot_value,no_sub,subsidy,rnpa,NOM_ENT,NOM_MUN,NOM_LOC,CVE_ENT,POBTOT,POBFEM,POBMAS,deci_lon,deci_lat
020010842,02001,732098,4,vessel modernization,203005301,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,261959,1,vessel modernization,203005472,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,363806,2,vessel modernization,203005673,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,3767229,18,vessel modernization,203006168,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,355091,2,vessel modernization,203006564,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,222295,1,vessel modernization,203007398,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,190319,1,vessel modernization,203007653,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,229965,1,vessel modernization,203007760,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,866843,5,vessel modernization,203008149,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,1819339,11,vessel modernization,203008305,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,537917,2,vessel modernization,203008677,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,296667,1,vessel modernization,203008685,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,621510,3,vessel modernization,203008875,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,345975,1,vessel modernization,203008933,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,345414,2,vessel modernization,203008974,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,538809,3,vessel modernization,203009014,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,415186,2,vessel modernization,203009105,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,245520,1,vessel modernization,203009170,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,1971493,11,vessel modernization,203009261,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,168909,1,vessel modernization,203009279,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,385753,2,vessel modernization,203009527,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,95274,1,vessel modernization,203009949,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,116700,1,vessel modernization,203009956,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,674158,4,vessel modernization,203010095,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,117600,1,vessel modernization,203010186,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,200569,1,vessel modernization,203010418,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,137280,1,vessel modernization,203010475,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,181675,1,vessel modernization,203010491,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,227983,1,vessel modernization,203010608,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,649747,3,vessel modernization,203010657,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,354406,1,vessel modernization,203010665,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,1298537,6,vessel modernization,203010954,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,225236,2,vessel modernization,203011283,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,426365,2,vessel modernization,203011432,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,612289,2,vessel modernization,203012158,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,227575,1,vessel modernization,203012257,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,526169,2,vessel modernization,203012406,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,677127,3,vessel modernization,203012505,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,263133,1,vessel modernization,203012554,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,140233,1,vessel modernization,203012646,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,302631,1,vessel modernization,203013859,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,264593,1,vessel modernization,203014014,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,264957,1,vessel modernization,203014063,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,395474,2,vessel modernization,203014519,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,416464,2,vessel modernization,203014592,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,407518,2,vessel modernization,203014644,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,181675,1,vessel modernization,203014691,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,1283488,4,vessel modernization,203015839,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,261125,1,vessel modernization,203026594,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,239953,2,vessel modernization,203126552,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,3456451,13,vessel modernization,203126628,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,363350,2,vessel modernization,203126677,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,116700,1,vessel modernization,203126889,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,337114,2,vessel modernization,203127311,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,586337,3,vessel modernization,203127345,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,384933,2,vessel modernization,203127378,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,325928,2,vessel modernization,203127436,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,226111,1,vessel modernization,203127444,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,254856,1,vessel modernization,203127477,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,423510,2,vessel modernization,203127485,NA,NA,NA,NA,NA,NA,NA,NA,NA
020010842,02001,173737,1,vessel modernization,207001256,NA,NA,NA,NA,NA,NA,NA,NA,NA
