cve_inegi,rnpa,tot_monto,BIENPESCA,combustible,ordenamiento_pesquero,inspeccion_vigilancia,modernizacion_embarcaciones,sum_beneficio,COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,POBTOT,num_ent,num_ent_chr,num_mun,num_mun_chr,num_loc,num_loc_chr,dec_lon,dec_lat,monto_usd
204820010,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
204820010,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
204820010,NA,536796,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26839.8
204820010,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
250010070,2511001204,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
250010081,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
250010081,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
250010081,NA,49802,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490.1
250010081,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
250010119,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
250010119,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
250010119,NA,66680,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3334
250010119,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
250010240,2511001204,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
250010240,NA,128758000,NA,140,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6437900
250010240,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
250010240,NA,238469,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11923.45
250010240,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
250010626,2511001204,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
250020001,NA,73980000,NA,137,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699000
250060151,NA,36168000,NA,137,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808400
250180006,NA,800000,NA,3,NA,NA,NA,3,25_18_6,25,Sinaloa,18,Navolato,6,Altata,107,55,51.738,24,38,8.772,2137,25,25,18,018,6,0006,-107.93103833333333,24.63577,40000
250180006,NA,304829364.95,NA,NA,NA,385,NA,385,25_18_6,25,Sinaloa,18,Navolato,6,Altata,107,55,51.738,24,38,8.772,2137,25,25,18,018,6,0006,-107.93103833333333,24.63577,15241468.247499999
250180006,NA,107561,NA,NA,NA,NA,2,2,25_18_6,25,Sinaloa,18,Navolato,6,Altata,107,55,51.738,24,38,8.772,2137,25,25,18,018,6,0006,-107.93103833333333,24.63577,5378.05
250180006,NA,435291370.28,NA,NA,152,NA,NA,0,25_18_6,25,Sinaloa,18,Navolato,6,Altata,107,55,51.738,24,38,8.772,2137,25,25,18,018,6,0006,-107.93103833333333,24.63577,21764568.514
260010001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
260010001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
260010001,NA,100262,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5013.1
260010001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
260180001,NA,217665600,NA,548,NA,NA,NA,548,26_18_1,26,Sonora,18,Cajeme,1,Ciudad Obregón,109,55,57.778,27,29,47.36,329404,26,26,18,018,1,0001,-109.93271611111112,27.49648888888889,10883280
260290001,NA,37805150,NA,137,NA,NA,NA,137,26_29_1,26,Sonora,29,Guaymas,1,Heroica Guaymas,110,53,22.001,27,55,23.695,117253,26,26,29,029,1,0001,-110.88944472222222,27.923248611111113,1890257.5
260301447,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
260301447,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
260301447,NA,78698,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3934.9
260301447,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
260330001,2609001199,7200,1,NA,NA,NA,NA,1,26_33_1,26,Sonora,33,Huatabampo,1,Huatabampo,109,38,38.952,26,49,36.829,30324,26,26,33,033,1,0001,-109.64415333333334,26.826896944444446,360
260330001,NA,800000,NA,3,NA,NA,NA,3,26_33_1,26,Sonora,33,Huatabampo,1,Huatabampo,109,38,38.952,26,49,36.829,30324,26,26,33,033,1,0001,-109.64415333333334,26.826896944444446,40000
260330001,NA,304829364.95,NA,NA,NA,385,NA,385,26_33_1,26,Sonora,33,Huatabampo,1,Huatabampo,109,38,38.952,26,49,36.829,30324,26,26,33,033,1,0001,-109.64415333333334,26.826896944444446,15241468.247499999
260330001,NA,121826,NA,NA,NA,NA,3,3,26_33_1,26,Sonora,33,Huatabampo,1,Huatabampo,109,38,38.952,26,49,36.829,30324,26,26,33,033,1,0001,-109.64415333333334,26.826896944444446,6091.3
260330001,NA,435291370.28,NA,NA,152,NA,NA,0,26_33_1,26,Sonora,33,Huatabampo,1,Huatabampo,109,38,38.952,26,49,36.829,30324,26,26,33,033,1,0001,-109.64415333333334,26.826896944444446,21764568.514
260330024,2609001199,7200,1,NA,NA,NA,NA,1,26_33_24,26,Sonora,33,Huatabampo,24,El Caro,109,42,53.566,26,52,3.365,651,26,26,33,033,24,0024,-109.71487944444445,26.86760138888889,360
260330067,2609001561,50400,7,NA,NA,NA,NA,7,26_33_67,26,Sonora,33,Huatabampo,67,Moroncárit,109,36,57.406,26,44,3.451,1480,26,26,33,033,67,0067,-109.6159461111111,26.734291944444447,2520
260330067,NA,800000,NA,3,NA,NA,NA,3,26_33_67,26,Sonora,33,Huatabampo,67,Moroncárit,109,36,57.406,26,44,3.451,1480,26,26,33,033,67,0067,-109.6159461111111,26.734291944444447,40000
260330067,NA,304829364.95,NA,NA,NA,385,NA,385,26_33_67,26,Sonora,33,Huatabampo,67,Moroncárit,109,36,57.406,26,44,3.451,1480,26,26,33,033,67,0067,-109.6159461111111,26.734291944444447,15241468.247499999
260330067,NA,52532,NA,NA,NA,NA,2,2,26_33_67,26,Sonora,33,Huatabampo,67,Moroncárit,109,36,57.406,26,44,3.451,1480,26,26,33,033,67,0067,-109.6159461111111,26.734291944444447,2626.6
260330067,NA,435291370.28,NA,NA,152,NA,NA,0,26_33_67,26,Sonora,33,Huatabampo,67,Moroncárit,109,36,57.406,26,44,3.451,1480,26,26,33,033,67,0067,-109.6159461111111,26.734291944444447,21764568.514
260330076,2609001199,36000,5,NA,NA,NA,NA,5,26_33_76,26,Sonora,33,Huatabampo,76,Pozo Dulce,109,45,8.265,26,50,44.102,1274,26,26,33,033,76,0076,-109.75229583333333,26.84558388888889,1800
270020022,2704002688,50400,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520
270020022,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
270020022,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270020022,NA,5000,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
270020022,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
270030009,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
270030009,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270030009,NA,55360,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2768
270030009,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
270030045,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
270030045,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270030045,NA,147681,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7384.05
270030045,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
270030053,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
270030053,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270030053,NA,118363,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5918.15
270030053,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
270030063,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
270030063,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270030063,NA,85267,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4263.35
270030063,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
270030308,NA,85038560,NA,140,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251928
270030308,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
270030308,NA,483564,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24178.2
270030308,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
280020001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
280020001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
280020001,NA,57532,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2876.6
280020001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
280020240,2808007104,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
280030001,2808000802,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
280090001,2808000166,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
280090001,2808000232,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
280090001,2808000802,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
280090001,2808005819,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
280090001,2808007104,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
280090001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
280090001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
280090001,NA,82037,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4101.85
280090001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
300010001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
300010001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
300010001,NA,28766,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438.3
300010001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
300040008,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
300040008,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
300040008,NA,85749,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4287.45
300040008,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
300040197,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
300040197,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
300040197,NA,5000,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
300040197,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301230001,2808005082,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301330002,2808003616,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
301330002,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301330002,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301330002,NA,160448,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8022.4
301330002,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301330007,2808000166,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301330007,2808007740,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301330007,3012003830,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301330016,2808000232,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301330019,2808007740,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
301510001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301510001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301510001,NA,71500,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575
301510001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301580001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301580001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301580001,NA,83698,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184.9
301580001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301580005,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301580005,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301580005,NA,219189,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10959.45
301580005,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301910003,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301910003,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301910003,NA,243719,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12185.95
301910003,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301910016,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301910016,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301910016,NA,40041,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002.05
301910016,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
301920005,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
301920005,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
301920005,NA,83698,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184.9
301920005,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
