cve_inegi,rnpa,tot_monto,BIENPESCA,combustible,ordenamiento_pesquero,inspeccion_vigilancia,modernizacion_embarcaciones,sum_beneficio,COM_ID,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,lon_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,POBTOT,num_ent,num_ent_chr,num_mun,num_mun_chr,num_loc,num_loc_chr,dec_lon,dec_lat,monto_usd
30031500,NA,90749,NA,NA,NA,NA,2,2,3_3_1500,3,Baja California Sur,3,La Paz,1500,Ley Federal de Reforma Agraria Número Uno,110,44,38.417,23,57,39.635,100,3,3,3,003,1500,1500,-110.74400472222223,23.961009722222222,4537.45
30031500,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_1500,3,Baja California Sur,3,La Paz,1500,Ley Federal de Reforma Agraria Número Uno,110,44,38.417,23,57,39.635,100,3,3,3,003,1500,1500,-110.74400472222223,23.961009722222222,21764568.514
30031558,305005555,7000,1,NA,NA,NA,NA,1,3_3_1558,3,Baja California Sur,3,La Paz,1558,Punta Coyote,110,41,47.724,24,42,11.25,11,3,3,3,003,1558,1558,-110.69659,24.703125,350
30031630,NA,800000,NA,3,NA,NA,NA,3,3_3_1630,3,Baja California Sur,3,La Paz,1630,El Sargento,109,59,37.281,24,4,54.007,1359,3,3,3,003,1630,1630,-109.99368916666667,24.081668611111112,40000
30031630,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_1630,3,Baja California Sur,3,La Paz,1630,El Sargento,109,59,37.281,24,4,54.007,1359,3,3,3,003,1630,1630,-109.99368916666667,24.081668611111112,15241468.247499999
30031630,NA,308864,NA,NA,NA,NA,9,9,3_3_1630,3,Baja California Sur,3,La Paz,1630,El Sargento,109,59,37.281,24,4,54.007,1359,3,3,3,003,1630,1630,-109.99368916666667,24.081668611111112,15443.2
30031630,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_1630,3,Baja California Sur,3,La Paz,1630,El Sargento,109,59,37.281,24,4,54.007,1359,3,3,3,003,1630,1630,-109.99368916666667,24.081668611111112,21764568.514
30031681,305006728,14000,2,NA,NA,NA,NA,2,3_3_1681,3,Baja California Sur,3,La Paz,1681,Punta Alta,110,45,36.235,25,0,48.186,31,3,3,3,003,1681,1681,-110.76006527777778,25.013385,700
30031681,305007361,14000,2,NA,NA,NA,NA,2,3_3_1681,3,Baja California Sur,3,La Paz,1681,Punta Alta,110,45,36.235,25,0,48.186,31,3,3,3,003,1681,1681,-110.76006527777778,25.013385,700
30031739,305007270,7000,1,NA,NA,NA,NA,1,3_3_1739,3,Baja California Sur,3,La Paz,1739,A Dónde,110,2,59.837,23,41,24.604,2,3,3,3,003,1739,1739,-110.04995472222222,23.690167777777777,350
30032003,305005829,7000,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350
30032003,305006801,14000,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700
30032003,305006835,14000,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700
30032005,NA,800000,NA,3,NA,NA,NA,3,3_3_2005,3,Baja California Sur,3,La Paz,2005,La Palma Sola,110,40,2.978,25,3,4.431,4,3,3,3,003,2005,2005,-110.6674938888889,25.051230833333335,40000
30032005,NA,304829364.95,NA,NA,NA,385,NA,385,3_3_2005,3,Baja California Sur,3,La Paz,2005,La Palma Sola,110,40,2.978,25,3,4.431,4,3,3,3,003,2005,2005,-110.6674938888889,25.051230833333335,15241468.247499999
30032005,NA,76750,NA,NA,NA,NA,2,2,3_3_2005,3,Baja California Sur,3,La Paz,2005,La Palma Sola,110,40,2.978,25,3,4.431,4,3,3,3,003,2005,2005,-110.6674938888889,25.051230833333335,3837.5
30032005,NA,435291370.28,NA,NA,152,NA,NA,0,3_3_2005,3,Baja California Sur,3,La Paz,2005,La Palma Sola,110,40,2.978,25,3,4.431,4,3,3,3,003,2005,2005,-110.6674938888889,25.051230833333335,21764568.514
30032233,305006835,7000,1,NA,NA,NA,NA,1,3_3_2233,3,Baja California Sur,3,La Paz,2233,El Pardito,110,34,50.781,24,51,11.17,13,3,3,3,003,2233,2233,-110.5807725,24.853102777777778,350
30032233,305007949,7000,1,NA,NA,NA,NA,1,3_3_2233,3,Baja California Sur,3,La Paz,2233,El Pardito,110,34,50.781,24,51,11.17,13,3,3,3,003,2233,2233,-110.5807725,24.853102777777778,350
30032335,305007007,7000,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350
30032335,305007288,14000,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700
30032617,305007692,7000,1,NA,NA,NA,NA,1,3_3_2617,3,Baja California Sur,3,La Paz,2617,La Piedra Gorda,110,56,24.775,24,37,0.063,5,3,3,3,003,2617,2617,-110.94021527777778,24.616684166666666,350
30032620,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
30032620,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
30032620,NA,5088,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.4
30032620,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
30032663,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
30032663,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
30032663,NA,79537,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3976.85
30032663,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
30032882,305007270,28000,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
30080198,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
30080198,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
30080198,NA,85403,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4270.15
30080198,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
30080217,NA,800000,NA,3,NA,NA,NA,3,3_8_217,3,Baja California Sur,8,Los Cabos,217,La Ribera,109,35,9.841,23,35,47.627,2320,3,3,8,008,217,0217,-109.58606694444444,23.596563055555553,40000
30080217,NA,304829364.95,NA,NA,NA,385,NA,385,3_8_217,3,Baja California Sur,8,Los Cabos,217,La Ribera,109,35,9.841,23,35,47.627,2320,3,3,8,008,217,0217,-109.58606694444444,23.596563055555553,15241468.247499999
30080217,NA,412507,NA,NA,NA,NA,9,9,3_8_217,3,Baja California Sur,8,Los Cabos,217,La Ribera,109,35,9.841,23,35,47.627,2320,3,3,8,008,217,0217,-109.58606694444444,23.596563055555553,20625.35
30080217,NA,435291370.28,NA,NA,152,NA,NA,0,3_8_217,3,Baja California Sur,8,Los Cabos,217,La Ribera,109,35,9.841,23,35,47.627,2320,3,3,8,008,217,0217,-109.58606694444444,23.596563055555553,21764568.514
30090001,NA,800000,NA,3,NA,NA,NA,3,3_9_1,3,Baja California Sur,9,Loreto,1,Loreto,111,20,36,26,0,46,16311,3,3,9,009,1,0001,-111.34333333333333,26.012777777777778,40000
30090001,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_1,3,Baja California Sur,9,Loreto,1,Loreto,111,20,36,26,0,46,16311,3,3,9,009,1,0001,-111.34333333333333,26.012777777777778,15241468.247499999
30090001,NA,1263126,NA,NA,NA,NA,34,34,3_9_1,3,Baja California Sur,9,Loreto,1,Loreto,111,20,36,26,0,46,16311,3,3,9,009,1,0001,-111.34333333333333,26.012777777777778,63156.3
30090001,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_1,3,Baja California Sur,9,Loreto,1,Loreto,111,20,36,26,0,46,16311,3,3,9,009,1,0001,-111.34333333333333,26.012777777777778,21764568.514
30090071,NA,800000,NA,3,NA,NA,NA,3,3_9_71,3,Baja California Sur,9,Loreto,71,San Nicolás,111,32,52.679,26,32,40.598,90,3,3,9,009,71,0071,-111.54796638888888,26.544610555555558,40000
30090071,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_71,3,Baja California Sur,9,Loreto,71,San Nicolás,111,32,52.679,26,32,40.598,90,3,3,9,009,71,0071,-111.54796638888888,26.544610555555558,15241468.247499999
30090071,NA,214490,NA,NA,NA,NA,5,5,3_9_71,3,Baja California Sur,9,Loreto,71,San Nicolás,111,32,52.679,26,32,40.598,90,3,3,9,009,71,0071,-111.54796638888888,26.544610555555558,10724.5
30090071,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_71,3,Baja California Sur,9,Loreto,71,San Nicolás,111,32,52.679,26,32,40.598,90,3,3,9,009,71,0071,-111.54796638888888,26.544610555555558,21764568.514
30090156,NA,800000,NA,3,NA,NA,NA,3,3_9_156,3,Baja California Sur,9,Loreto,156,Ensenada Blanca,111,15,11.027,25,43,40.244,227,3,3,9,009,156,0156,-111.25306305555556,25.727845555555554,40000
30090156,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_156,3,Baja California Sur,9,Loreto,156,Ensenada Blanca,111,15,11.027,25,43,40.244,227,3,3,9,009,156,0156,-111.25306305555556,25.727845555555554,15241468.247499999
30090156,NA,214035,NA,NA,NA,NA,7,7,3_9_156,3,Baja California Sur,9,Loreto,156,Ensenada Blanca,111,15,11.027,25,43,40.244,227,3,3,9,009,156,0156,-111.25306305555556,25.727845555555554,10701.75
30090156,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_156,3,Baja California Sur,9,Loreto,156,Ensenada Blanca,111,15,11.027,25,43,40.244,227,3,3,9,009,156,0156,-111.25306305555556,25.727845555555554,21764568.514
30090197,NA,800000,NA,3,NA,NA,NA,3,3_9_197,3,Baja California Sur,9,Loreto,197,Juncalito,111,19,59.741,25,50,1.341,12,3,3,9,009,197,0197,-111.33326138888889,25.833705833333333,40000
30090197,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_197,3,Baja California Sur,9,Loreto,197,Juncalito,111,19,59.741,25,50,1.341,12,3,3,9,009,197,0197,-111.33326138888889,25.833705833333333,15241468.247499999
30090197,NA,1978,NA,NA,NA,NA,1,1,3_9_197,3,Baja California Sur,9,Loreto,197,Juncalito,111,19,59.741,25,50,1.341,12,3,3,9,009,197,0197,-111.33326138888889,25.833705833333333,98.9
30090197,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_197,3,Baja California Sur,9,Loreto,197,Juncalito,111,19,59.741,25,50,1.341,12,3,3,9,009,197,0197,-111.33326138888889,25.833705833333333,21764568.514
30090216,306001744,371000,53,NA,NA,NA,NA,53,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,18550
30090216,306001769,140000,20,NA,NA,NA,NA,20,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,7000
30090216,306001785,259200,37,NA,NA,NA,NA,37,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,12960
30090216,NA,800000,NA,3,NA,NA,NA,3,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,40000
30090216,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,15241468.247499999
30090216,NA,347053,NA,NA,NA,NA,10,10,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,17352.65
30090216,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_216,3,Baja California Sur,9,Loreto,216,Agua Verde,111,4,52.672,25,31,8.257,7,3,3,9,009,216,0216,-111.08129777777778,25.518960277777776,21764568.514
30090222,306001744,182000,26,NA,NA,NA,NA,26,3_9_222,3,Baja California Sur,9,Loreto,222,Puerto Agua Verde,111,4,16.555,25,30,43.439,210,3,3,9,009,222,0222,-111.07126527777777,25.51206638888889,9100
30090222,306001785,21000,3,NA,NA,NA,NA,3,3_9_222,3,Baja California Sur,9,Loreto,222,Puerto Agua Verde,111,4,16.555,25,30,43.439,210,3,3,9,009,222,0222,-111.07126527777777,25.51206638888889,1050
30090235,303001267,175000,25,NA,NA,NA,NA,25,3_9_235,3,Baja California Sur,9,Loreto,235,Timbabichi,110,57,4.397,25,15,28.986,22,3,3,9,009,235,0235,-110.9512213888889,25.258051666666667,8750
30090235,NA,800000,NA,3,NA,NA,NA,3,3_9_235,3,Baja California Sur,9,Loreto,235,Timbabichi,110,57,4.397,25,15,28.986,22,3,3,9,009,235,0235,-110.9512213888889,25.258051666666667,40000
30090235,NA,304829364.95,NA,NA,NA,385,NA,385,3_9_235,3,Baja California Sur,9,Loreto,235,Timbabichi,110,57,4.397,25,15,28.986,22,3,3,9,009,235,0235,-110.9512213888889,25.258051666666667,15241468.247499999
30090235,NA,76500,NA,NA,NA,NA,3,3,3_9_235,3,Baja California Sur,9,Loreto,235,Timbabichi,110,57,4.397,25,15,28.986,22,3,3,9,009,235,0235,-110.9512213888889,25.258051666666667,3825
30090235,NA,435291370.28,NA,NA,152,NA,NA,0,3_9_235,3,Baja California Sur,9,Loreto,235,Timbabichi,110,57,4.397,25,15,28.986,22,3,3,9,009,235,0235,-110.9512213888889,25.258051666666667,21764568.514
40042005,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
40042005,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
40042005,NA,82037,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4101.85
40042005,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
60070001,601001142,21600,3,NA,NA,NA,NA,3,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,1080
60070001,601002298,7200,1,NA,NA,NA,NA,1,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,360
60070001,601002827,7200,1,NA,NA,NA,NA,1,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,360
60070001,601003445,7200,1,NA,NA,NA,NA,1,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,360
60070001,NA,800000,NA,3,NA,NA,NA,3,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,40000
60070001,NA,304829364.95,NA,NA,NA,385,NA,385,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,15241468.247499999
60070001,NA,483485,NA,NA,NA,NA,42,42,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,24174.25
60070001,NA,435291370.28,NA,NA,152,NA,NA,0,6_7_1,6,Colima,7,Manzanillo,1,Manzanillo,104,18,58.97,19,3,11.541,159853,6,6,7,007,1,0001,-104.31638055555555,19.053205833333333,21764568.514
60070021,NA,800000,NA,3,NA,NA,NA,3,6_7_21,6,Colima,7,Manzanillo,21,El Colomo,104,15,28.681,19,3,36.229,9664,6,6,7,007,21,0021,-104.25796694444445,19.06006361111111,40000
60070021,NA,304829364.95,NA,NA,NA,385,NA,385,6_7_21,6,Colima,7,Manzanillo,21,El Colomo,104,15,28.681,19,3,36.229,9664,6,6,7,007,21,0021,-104.25796694444445,19.06006361111111,15241468.247499999
60070021,NA,45280,NA,NA,NA,NA,4,4,6_7_21,6,Colima,7,Manzanillo,21,El Colomo,104,15,28.681,19,3,36.229,9664,6,6,7,007,21,0021,-104.25796694444445,19.06006361111111,2264
60070021,NA,435291370.28,NA,NA,152,NA,NA,0,6_7_21,6,Colima,7,Manzanillo,21,El Colomo,104,15,28.681,19,3,36.229,9664,6,6,7,007,21,0021,-104.25796694444445,19.06006361111111,21764568.514
60070024,NA,800000,NA,3,NA,NA,NA,3,6_7_24,6,Colima,7,Manzanillo,24,La Culebra (Colimilla),104,40,50,19,11,24,191,6,6,7,007,24,0024,-104.68055555555556,19.19,40000
60070024,NA,304829364.95,NA,NA,NA,385,NA,385,6_7_24,6,Colima,7,Manzanillo,24,La Culebra (Colimilla),104,40,50,19,11,24,191,6,6,7,007,24,0024,-104.68055555555556,19.19,15241468.247499999
60070024,NA,60087,NA,NA,NA,NA,2,2,6_7_24,6,Colima,7,Manzanillo,24,La Culebra (Colimilla),104,40,50,19,11,24,191,6,6,7,007,24,0024,-104.68055555555556,19.19,3004.35
60070024,NA,435291370.28,NA,NA,152,NA,NA,0,6_7_24,6,Colima,7,Manzanillo,24,La Culebra (Colimilla),104,40,50,19,11,24,191,6,6,7,007,24,0024,-104.68055555555556,19.19,21764568.514
60070764,601003445,14400,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720
60070764,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
60070764,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
60070764,NA,897170,NA,NA,NA,NA,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44858.5
60070764,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
60090001,NA,800000,NA,3,NA,NA,NA,3,6_9_1,6,Colima,9,Tecomán,1,Tecomán,103,52,25.64,18,54,38.175,88337,6,6,9,009,1,0001,-103.87378888888888,18.910604166666666,40000
60090001,NA,304829364.95,NA,NA,NA,385,NA,385,6_9_1,6,Colima,9,Tecomán,1,Tecomán,103,52,25.64,18,54,38.175,88337,6,6,9,009,1,0001,-103.87378888888888,18.910604166666666,15241468.247499999
60090001,NA,38142,NA,NA,NA,NA,2,2,6_9_1,6,Colima,9,Tecomán,1,Tecomán,103,52,25.64,18,54,38.175,88337,6,6,9,009,1,0001,-103.87378888888888,18.910604166666666,1907.1
60090001,NA,435291370.28,NA,NA,152,NA,NA,0,6_9_1,6,Colima,9,Tecomán,1,Tecomán,103,52,25.64,18,54,38.175,88337,6,6,9,009,1,0001,-103.87378888888888,18.910604166666666,21764568.514
70890106,705004372,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
70890148,705001923,7200,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
70890148,705004372,79200,11,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960
120010001,1201006648,108000,15,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400
120010001,1201007182,79200,11,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960
120010001,NA,800000,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000
120010001,NA,304829364.95,NA,NA,NA,385,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15241468.247499999
120010001,NA,59763,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2988.15
120010001,NA,435291370.28,NA,NA,152,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21764568.514
120210054,NA,800000,NA,3,NA,NA,NA,3,12_21_54,12,Guerrero,21,Coyuca de Benítez,54,San Salvador de las Pozas,100,6,31.646,17,2,2.844,1127,12,12,21,021,54,0054,-100.10879055555554,17.034123333333334,40000
120210054,NA,304829364.95,NA,NA,NA,385,NA,385,12_21_54,12,Guerrero,21,Coyuca de Benítez,54,San Salvador de las Pozas,100,6,31.646,17,2,2.844,1127,12,12,21,021,54,0054,-100.10879055555554,17.034123333333334,15241468.247499999
120210054,NA,31200,NA,NA,NA,NA,1,1,12_21_54,12,Guerrero,21,Coyuca de Benítez,54,San Salvador de las Pozas,100,6,31.646,17,2,2.844,1127,12,12,21,021,54,0054,-100.10879055555554,17.034123333333334,1560
120210054,NA,435291370.28,NA,NA,152,NA,NA,0,12_21_54,12,Guerrero,21,Coyuca de Benítez,54,San Salvador de las Pozas,100,6,31.646,17,2,2.844,1127,12,12,21,021,54,0054,-100.10879055555554,17.034123333333334,21764568.514
120380001,1202001242,7200,1,NA,NA,NA,NA,1,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,360
120380001,1202001291,21600,3,NA,NA,NA,NA,3,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,1080
120380001,1202003083,36000,5,NA,NA,NA,NA,5,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,1800
120380001,1202884183,43200,6,NA,NA,NA,NA,6,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,2160
120380001,1202884191,14400,2,NA,NA,NA,NA,2,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,720
120380001,1202884233,21600,3,NA,NA,NA,NA,3,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,1080
120380001,NA,800000,NA,3,NA,NA,NA,3,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,40000
120380001,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,15241468.247499999
120380001,NA,2556222,NA,NA,NA,NA,91,91,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,127811.1
120380001,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_1,12,Guerrero,38,Zihuatanejo de Azueta,1,Zihuatanejo,101,32,53.432,17,39,1.647,70760,12,12,38,038,1,0001,-101.54817555555556,17.650457499999998,21764568.514
120380012,NA,800000,NA,3,NA,NA,NA,3,12_38_12,12,Guerrero,38,Zihuatanejo de Azueta,12,Barrio Nuevo,101,38,9.609,17,43,13.064,1493,12,12,38,038,12,0012,-101.6360025,17.720295555555555,40000
120380012,NA,304829364.95,NA,NA,NA,385,NA,385,12_38_12,12,Guerrero,38,Zihuatanejo de Azueta,12,Barrio Nuevo,101,38,9.609,17,43,13.064,1493,12,12,38,038,12,0012,-101.6360025,17.720295555555555,15241468.247499999
120380012,NA,60087,NA,NA,NA,NA,2,2,12_38_12,12,Guerrero,38,Zihuatanejo de Azueta,12,Barrio Nuevo,101,38,9.609,17,43,13.064,1493,12,12,38,038,12,0012,-101.6360025,17.720295555555555,3004.35
120380012,NA,435291370.28,NA,NA,152,NA,NA,0,12_38_12,12,Guerrero,38,Zihuatanejo de Azueta,12,Barrio Nuevo,101,38,9.609,17,43,13.064,1493,12,12,38,038,12,0012,-101.6360025,17.720295555555555,21764568.514
